group_name,group_description,id
Production and Specialized Services Managers,Manufacturing Managers,1929
Building and Related Trades Workers (excluding Electricians),Building Structure Cleaners,1930
Drivers and Mobile Plant Operators,"Railway Brake, Signal and Switch Operators",1931
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",1932
Personal Care Workers,Personal Care Workers in Health Services Not Elsewhere Classified,1933
Health Professionals,Physiotherapists ,1934
Science and Engineering Professionals,"Farming, Forestry and Fisheries Advisers",1935
Teaching Professionals,University and Higher Education Teachers,1936
Science and Engineering Professionals,Civil Engineers,1937
Business and Administration Associate Professionals,Clearing and Forwarding Agents,1938
Health Associate Professionals,Environmental and Occupational Health Inspectors and Associates,1939
Science and Engineering Professionals,Landscape Architects,1940
"Metal, Machinery and Related Trades Workers",Aircraft Engine Mechanics and Repairers,1941
Information and Communications Technicians,Information and Communications Technology User Support Technicians,1942
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),1943
"Legal, Social and Cultural Professionals",Journalists,1944
Science and Engineering Associate Professionals,Draughtspersons,1945
Business and Administration Associate Professionals,Trade Brokers,1946
Market-oriented Skilled Agricultural Workers,Gardeners; Horticultural and Nursery Growers,1947
Personal Services Workers,Pet Groomers and Animal Care Workers,1948
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",1949
Stationary Plant and Machine Operators,Plastic Products Machine Operators,1950
"Metal, Machinery and Related Trades Workers",Riggers and Cable Splicers,1951
"Legal, Social and Cultural Professionals",Religious Professionals,1952
"Labourers in Mining, Construction, Manufacturing and Transport",Manufacturing Labourers Not Elsewhere Classified,1953
Drivers and Mobile Plant Operators,Heavy Truck and Lorry Drivers,1954
Building and Related Trades Workers (excluding Electricians),"Concrete Placers, Concrete Finishers and Related Workers",1955
"Metal, Machinery and Related Trades Workers",Metal Working Machine Tool Setters and Operators,1956
"Metal, Machinery and Related Trades Workers",Metal Working Machine Tool Setters and Operators,1957
Sales Workers,Sales Workers Not Elsewhere Classified,1958
Health Professionals,Dentists,1959
Production and Specialized Services Managers,Aquaculture and Fisheries Production Managers,1960
Information and Communications Technicians,Broadcasting and Audiovisual Technicians,1961
Business and Administration Associate Professionals,Trade Brokers,1962
Science and Engineering Professionals,Mechanical Engineers,1963
Science and Engineering Associate Professionals,Construction Supervisors,1964
Building and Related Trades Workers (excluding Electricians),Building Structure Cleaners,1965
"Legal, Social and Cultural Professionals",Archivists and Curators,1966
Science and Engineering Associate Professionals,Physical and Engineering Science Technicians Not Elsewhere Classified,1967
Teaching Professionals,Teaching Professionals Not Elsewhere Classified,1968
"Legal, Social and Cultural Professionals",Creative and Performing Artists Not Elsewhere Classified,1969
Science and Engineering Associate Professionals,Manufacturing Supervisors,1970
"Metal, Machinery and Related Trades Workers",Metal Working Machine Tool Setters and Operators,1971
Information and Communications Technology Professionals,Systems Analysts,1972
Market-oriented Skilled Agricultural Workers,Tree and Shrub Crop Growers,1973
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",1974
Health Associate Professionals,Health Associate Professionals Not Elsewhere Classified,1975
Science and Engineering Professionals,Environmental Engineers,1976
Information and Communications Technology Professionals,Web and Multimedia Developers,1977
Administrative and Commercial Managers,Sales and Marketing Managers,1978
"Legal, Social and Cultural Professionals",Social Work and Counselling Professionals,1979
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Woodworking Machine Tool Setters and Operators,1980
Building and Related Trades Workers (excluding Electricians),Spray Painters and Varnishers,1981
"Legal, Social, Cultural and Related Associate Professionals","Gallery, Museum and Library Technicians",1982
Production and Specialized Services Managers,Information and Communications Technology Services Managers,1983
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,1984
Production and Specialized Services Managers,Social Welfare Managers,1985
Science and Engineering Professionals,"Biologists, Botanists, Zoologists and Related Professionals",1986
Assemblers,Electrical and Electronic Equipment Assemblers,1987
Information and Communications Technology Professionals,Systems Analysts,1988
Production and Specialized Services Managers,Manufacturing Managers,1989
"Legal, Social, Cultural and Related Associate Professionals",Legal and Related Associate Professionals,1990
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Aquaculture Workers,1991
Science and Engineering Professionals,Chemists,1992
"Chief Executives, Senior Officials and Legislators",Senior Government Officials,1993
Building and Related Trades Workers (excluding Electricians),"Concrete Placers, Concrete Finishers and Related Workers",1994
Science and Engineering Professionals,Geologists and Geophysicists,1995
"Legal, Social, Cultural and Related Associate Professionals",Legal and Related Associate Professionals,1996
Stationary Plant and Machine Operators,Wood Processing Plant Operators,1997
Science and Engineering Professionals,Engineering Professionals Not Elsewhere Classified,1998
Handicraft and Printing Workers,Printers ,1999
Information and Communications Technology Professionals,Database and Network Professionals Not Elsewhere Classified,2000
"Legal, Social and Cultural Professionals",Social Work and Counselling Professionals,2001
Science and Engineering Associate Professionals,Mechanical Engineering Technicians,2002
Science and Engineering Associate Professionals,Chemical and Physical Science Technicians,2003
Teaching Professionals,Teaching Professionals Not Elsewhere Classified,2004
"Legal, Social and Cultural Professionals","Translators, Interpreters and Other Linguists",2005
Health Professionals,Health Professionals Not Elsewhere Classified,2006
"Agricultural, Forestry and Fishery Labourers",Fishery and Aquaculture Labourers,2007
"Metal, Machinery and Related Trades Workers",Metal Working Machine Tool Setters and Operators,2008
Information and Communications Technicians,Broadcasting and Audiovisual Technicians,2009
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2010
Sales Workers,Shop Sales Assistants,2011
"Metal, Machinery and Related Trades Workers",Toolmakers and Related Workers,2012
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,2013
Personal Services Workers,Undertakers and Embalmers,2014
Science and Engineering Associate Professionals,Power Production Plant Operators,2015
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2016
Science and Engineering Professionals,Civil Engineers,2017
Business and Administration Associate Professionals,Trade Brokers,2018
Information and Communications Technicians,Information and Communications Technology User Support Technicians,2019
Business and Administration Associate Professionals,Government Licensing Officials,2020
Stationary Plant and Machine Operators,Weaving and Knitting Machine Operators,2021
Science and Engineering Professionals,Mechanical Engineers,2022
Science and Engineering Professionals,Engineering Professionals Not Elsewhere Classified,2023
Handicraft and Printing Workers,Pre-press Technicians,2024
Science and Engineering Professionals,Environmental Engineers,2025
Business and Administration Associate Professionals,Credit and Loans Officers,2026
Business and Administration Professionals,Technical and Medical Sales Professionals (excluding ICT),2027
